Type,Train Losses,Train Accuracies
fgsm_eps_0.02,2.171902826309204,0.19028
fgsm_eps_0.02,2.171902826309204,0.27172
fgsm_eps_0.02,2.171902826309204,0.31
fgsm_eps_0.02,2.171902826309204,0.33106
fgsm_eps_0.02,2.171902826309204,0.3445
fgsm_eps_0.02,2.171902826309204,0.3564
fgsm_eps_0.02,2.171902826309204,0.3671
fgsm_eps_0.02,2.171902826309204,0.37806
fgsm_eps_0.02,2.171902826309204,0.3872
fgsm_eps_0.02,2.171902826309204,0.3945
fgsm_eps_0.02,2.171902826309204,0.40002
fgsm_eps_0.02,2.171902826309204,0.40688
fgsm_eps_0.02,2.171902826309204,0.4154
fgsm_eps_0.02,2.171902826309204,0.42088
fgsm_eps_0.02,2.171902826309204,0.42858
fgsm_eps_0.02,2.171902826309204,0.43448
fgsm_eps_0.02,2.171902826309204,0.4395
fgsm_eps_0.02,2.171902826309204,0.44892
fgsm_eps_0.02,2.171902826309204,0.45198
fgsm_eps_0.02,2.171902826309204,0.4599
fgsm_eps_0.02,2.171902826309204,0.46136
fgsm_eps_0.02,2.171902826309204,0.47002
fgsm_eps_0.02,2.171902826309204,0.47422
fgsm_eps_0.02,2.171902826309204,0.48068
fgsm_eps_0.02,2.171902826309204,0.48816
fgsm_eps_0.02,2.171902826309204,0.49194
fgsm_eps_0.02,2.171902826309204,0.49762
fgsm_eps_0.02,2.171902826309204,0.50284
fgsm_eps_0.02,2.171902826309204,0.51044
fgsm_eps_0.02,2.171902826309204,0.5151
fgsm_eps_0.02,2.171902826309204,0.52224
fgsm_eps_0.02,2.171902826309204,0.52466
fgsm_eps_0.02,2.171902826309204,0.53236
fgsm_eps_0.02,2.171902826309204,0.53702
fgsm_eps_0.02,2.171902826309204,0.543
fgsm_eps_0.02,2.171902826309204,0.54986
fgsm_eps_0.02,2.171902826309204,0.55556
fgsm_eps_0.02,2.171902826309204,0.5609
fgsm_eps_0.02,2.171902826309204,0.56788
fgsm_eps_0.02,2.171902826309204,0.5724
fgsm_eps_0.02,1.9783229041099548,0.19028
fgsm_eps_0.02,1.9783229041099548,0.27172
fgsm_eps_0.02,1.9783229041099548,0.31
fgsm_eps_0.02,1.9783229041099548,0.33106
fgsm_eps_0.02,1.9783229041099548,0.3445
fgsm_eps_0.02,1.9783229041099548,0.3564
fgsm_eps_0.02,1.9783229041099548,0.3671
fgsm_eps_0.02,1.9783229041099548,0.37806
fgsm_eps_0.02,1.9783229041099548,0.3872
fgsm_eps_0.02,1.9783229041099548,0.3945
fgsm_eps_0.02,1.9783229041099548,0.40002
fgsm_eps_0.02,1.9783229041099548,0.40688
fgsm_eps_0.02,1.9783229041099548,0.4154
fgsm_eps_0.02,1.9783229041099548,0.42088
fgsm_eps_0.02,1.9783229041099548,0.42858
fgsm_eps_0.02,1.9783229041099548,0.43448
fgsm_eps_0.02,1.9783229041099548,0.4395
fgsm_eps_0.02,1.9783229041099548,0.44892
fgsm_eps_0.02,1.9783229041099548,0.45198
fgsm_eps_0.02,1.9783229041099548,0.4599
fgsm_eps_0.02,1.9783229041099548,0.46136
fgsm_eps_0.02,1.9783229041099548,0.47002
fgsm_eps_0.02,1.9783229041099548,0.47422
fgsm_eps_0.02,1.9783229041099548,0.48068
fgsm_eps_0.02,1.9783229041099548,0.48816
fgsm_eps_0.02,1.9783229041099548,0.49194
fgsm_eps_0.02,1.9783229041099548,0.49762
fgsm_eps_0.02,1.9783229041099548,0.50284
fgsm_eps_0.02,1.9783229041099548,0.51044
fgsm_eps_0.02,1.9783229041099548,0.5151
fgsm_eps_0.02,1.9783229041099548,0.52224
fgsm_eps_0.02,1.9783229041099548,0.52466
fgsm_eps_0.02,1.9783229041099548,0.53236
fgsm_eps_0.02,1.9783229041099548,0.53702
fgsm_eps_0.02,1.9783229041099548,0.543
fgsm_eps_0.02,1.9783229041099548,0.54986
fgsm_eps_0.02,1.9783229041099548,0.55556
fgsm_eps_0.02,1.9783229041099548,0.5609
fgsm_eps_0.02,1.9783229041099548,0.56788
fgsm_eps_0.02,1.9783229041099548,0.5724
fgsm_eps_0.02,1.8579639933109284,0.19028
fgsm_eps_0.02,1.8579639933109284,0.27172
fgsm_eps_0.02,1.8579639933109284,0.31
fgsm_eps_0.02,1.8579639933109284,0.33106
fgsm_eps_0.02,1.8579639933109284,0.3445
fgsm_eps_0.02,1.8579639933109284,0.3564
fgsm_eps_0.02,1.8579639933109284,0.3671
fgsm_eps_0.02,1.8579639933109284,0.37806
fgsm_eps_0.02,1.8579639933109284,0.3872
fgsm_eps_0.02,1.8579639933109284,0.3945
fgsm_eps_0.02,1.8579639933109284,0.40002
fgsm_eps_0.02,1.8579639933109284,0.40688
fgsm_eps_0.02,1.8579639933109284,0.4154
fgsm_eps_0.02,1.8579639933109284,0.42088
fgsm_eps_0.02,1.8579639933109284,0.42858
fgsm_eps_0.02,1.8579639933109284,0.43448
fgsm_eps_0.02,1.8579639933109284,0.4395
fgsm_eps_0.02,1.8579639933109284,0.44892
fgsm_eps_0.02,1.8579639933109284,0.45198
fgsm_eps_0.02,1.8579639933109284,0.4599
fgsm_eps_0.02,1.8579639933109284,0.46136
fgsm_eps_0.02,1.8579639933109284,0.47002
fgsm_eps_0.02,1.8579639933109284,0.47422
fgsm_eps_0.02,1.8579639933109284,0.48068
fgsm_eps_0.02,1.8579639933109284,0.48816
fgsm_eps_0.02,1.8579639933109284,0.49194
fgsm_eps_0.02,1.8579639933109284,0.49762
fgsm_eps_0.02,1.8579639933109284,0.50284
fgsm_eps_0.02,1.8579639933109284,0.51044
fgsm_eps_0.02,1.8579639933109284,0.5151
fgsm_eps_0.02,1.8579639933109284,0.52224
fgsm_eps_0.02,1.8579639933109284,0.52466
fgsm_eps_0.02,1.8579639933109284,0.53236
fgsm_eps_0.02,1.8579639933109284,0.53702
fgsm_eps_0.02,1.8579639933109284,0.543
fgsm_eps_0.02,1.8579639933109284,0.54986
fgsm_eps_0.02,1.8579639933109284,0.55556
fgsm_eps_0.02,1.8579639933109284,0.5609
fgsm_eps_0.02,1.8579639933109284,0.56788
fgsm_eps_0.02,1.8579639933109284,0.5724
fgsm_eps_0.02,1.7980829572677612,0.19028
fgsm_eps_0.02,1.7980829572677612,0.27172
fgsm_eps_0.02,1.7980829572677612,0.31
fgsm_eps_0.02,1.7980829572677612,0.33106
fgsm_eps_0.02,1.7980829572677612,0.3445
fgsm_eps_0.02,1.7980829572677612,0.3564
fgsm_eps_0.02,1.7980829572677612,0.3671
fgsm_eps_0.02,1.7980829572677612,0.37806
fgsm_eps_0.02,1.7980829572677612,0.3872
fgsm_eps_0.02,1.7980829572677612,0.3945
fgsm_eps_0.02,1.7980829572677612,0.40002
fgsm_eps_0.02,1.7980829572677612,0.40688
fgsm_eps_0.02,1.7980829572677612,0.4154
fgsm_eps_0.02,1.7980829572677612,0.42088
fgsm_eps_0.02,1.7980829572677612,0.42858
fgsm_eps_0.02,1.7980829572677612,0.43448
fgsm_eps_0.02,1.7980829572677612,0.4395
fgsm_eps_0.02,1.7980829572677612,0.44892
fgsm_eps_0.02,1.7980829572677612,0.45198
fgsm_eps_0.02,1.7980829572677612,0.4599
fgsm_eps_0.02,1.7980829572677612,0.46136
fgsm_eps_0.02,1.7980829572677612,0.47002
fgsm_eps_0.02,1.7980829572677612,0.47422
fgsm_eps_0.02,1.7980829572677612,0.48068
fgsm_eps_0.02,1.7980829572677612,0.48816
fgsm_eps_0.02,1.7980829572677612,0.49194
fgsm_eps_0.02,1.7980829572677612,0.49762
fgsm_eps_0.02,1.7980829572677612,0.50284
fgsm_eps_0.02,1.7980829572677612,0.51044
fgsm_eps_0.02,1.7980829572677612,0.5151
fgsm_eps_0.02,1.7980829572677612,0.52224
fgsm_eps_0.02,1.7980829572677612,0.52466
fgsm_eps_0.02,1.7980829572677612,0.53236
fgsm_eps_0.02,1.7980829572677612,0.53702
fgsm_eps_0.02,1.7980829572677612,0.543
fgsm_eps_0.02,1.7980829572677612,0.54986
fgsm_eps_0.02,1.7980829572677612,0.55556
fgsm_eps_0.02,1.7980829572677612,0.5609
fgsm_eps_0.02,1.7980829572677612,0.56788
fgsm_eps_0.02,1.7980829572677612,0.5724
fgsm_eps_0.02,1.7562204687595366,0.19028
fgsm_eps_0.02,1.7562204687595366,0.27172
fgsm_eps_0.02,1.7562204687595366,0.31
fgsm_eps_0.02,1.7562204687595366,0.33106
fgsm_eps_0.02,1.7562204687595366,0.3445
fgsm_eps_0.02,1.7562204687595366,0.3564
fgsm_eps_0.02,1.7562204687595366,0.3671
fgsm_eps_0.02,1.7562204687595366,0.37806
fgsm_eps_0.02,1.7562204687595366,0.3872
fgsm_eps_0.02,1.7562204687595366,0.3945
fgsm_eps_0.02,1.7562204687595366,0.40002
fgsm_eps_0.02,1.7562204687595366,0.40688
fgsm_eps_0.02,1.7562204687595366,0.4154
fgsm_eps_0.02,1.7562204687595366,0.42088
fgsm_eps_0.02,1.7562204687595366,0.42858
fgsm_eps_0.02,1.7562204687595366,0.43448
fgsm_eps_0.02,1.7562204687595366,0.4395
fgsm_eps_0.02,1.7562204687595366,0.44892
fgsm_eps_0.02,1.7562204687595366,0.45198
fgsm_eps_0.02,1.7562204687595366,0.4599
fgsm_eps_0.02,1.7562204687595366,0.46136
fgsm_eps_0.02,1.7562204687595366,0.47002
fgsm_eps_0.02,1.7562204687595366,0.47422
fgsm_eps_0.02,1.7562204687595366,0.48068
fgsm_eps_0.02,1.7562204687595366,0.48816
fgsm_eps_0.02,1.7562204687595366,0.49194
fgsm_eps_0.02,1.7562204687595366,0.49762
fgsm_eps_0.02,1.7562204687595366,0.50284
fgsm_eps_0.02,1.7562204687595366,0.51044
fgsm_eps_0.02,1.7562204687595366,0.5151
fgsm_eps_0.02,1.7562204687595366,0.52224
fgsm_eps_0.02,1.7562204687595366,0.52466
fgsm_eps_0.02,1.7562204687595366,0.53236
fgsm_eps_0.02,1.7562204687595366,0.53702
fgsm_eps_0.02,1.7562204687595366,0.543
fgsm_eps_0.02,1.7562204687595366,0.54986
fgsm_eps_0.02,1.7562204687595366,0.55556
fgsm_eps_0.02,1.7562204687595366,0.5609
fgsm_eps_0.02,1.7562204687595366,0.56788
fgsm_eps_0.02,1.7562204687595366,0.5724
fgsm_eps_0.02,1.721957646369934,0.19028
fgsm_eps_0.02,1.721957646369934,0.27172
fgsm_eps_0.02,1.721957646369934,0.31
fgsm_eps_0.02,1.721957646369934,0.33106
fgsm_eps_0.02,1.721957646369934,0.3445
fgsm_eps_0.02,1.721957646369934,0.3564
fgsm_eps_0.02,1.721957646369934,0.3671
fgsm_eps_0.02,1.721957646369934,0.37806
fgsm_eps_0.02,1.721957646369934,0.3872
fgsm_eps_0.02,1.721957646369934,0.3945
