Type,Train Losses,Train Accuracies
fgsm_eps_0.02,2.2175267004966734,0.16626
fgsm_eps_0.02,2.2175267004966734,0.25974
fgsm_eps_0.02,2.2175267004966734,0.29714
fgsm_eps_0.02,2.2175267004966734,0.31548
fgsm_eps_0.02,2.2175267004966734,0.33276
fgsm_eps_0.02,2.2175267004966734,0.34258
fgsm_eps_0.02,2.2175267004966734,0.35456
fgsm_eps_0.02,2.2175267004966734,0.36138
fgsm_eps_0.02,2.2175267004966734,0.36918
fgsm_eps_0.02,2.2175267004966734,0.37826
fgsm_eps_0.02,2.2175267004966734,0.38268
fgsm_eps_0.02,2.2175267004966734,0.3913
fgsm_eps_0.02,2.2175267004966734,0.39662
fgsm_eps_0.02,2.2175267004966734,0.40474
fgsm_eps_0.02,2.2175267004966734,0.40874
fgsm_eps_0.02,2.2175267004966734,0.41536
fgsm_eps_0.02,2.2175267004966734,0.42006
fgsm_eps_0.02,2.2175267004966734,0.42704
fgsm_eps_0.02,2.2175267004966734,0.43154
fgsm_eps_0.02,2.2175267004966734,0.43874
fgsm_eps_0.02,2.2175267004966734,0.44304
fgsm_eps_0.02,2.2175267004966734,0.44922
fgsm_eps_0.02,2.2175267004966734,0.453
fgsm_eps_0.02,2.2175267004966734,0.45832
fgsm_eps_0.02,2.2175267004966734,0.46384
fgsm_eps_0.02,2.2175267004966734,0.46664
fgsm_eps_0.02,2.2175267004966734,0.47388
fgsm_eps_0.02,2.2175267004966734,0.4811
fgsm_eps_0.02,2.2175267004966734,0.48432
fgsm_eps_0.02,2.2175267004966734,0.48958
fgsm_eps_0.02,2.2175267004966734,0.49414
fgsm_eps_0.02,2.2175267004966734,0.49872
fgsm_eps_0.02,2.2175267004966734,0.5048
fgsm_eps_0.02,2.2175267004966734,0.51118
fgsm_eps_0.02,2.2175267004966734,0.51744
fgsm_eps_0.02,2.2175267004966734,0.52352
fgsm_eps_0.02,2.2175267004966734,0.52794
fgsm_eps_0.02,2.2175267004966734,0.53474
fgsm_eps_0.02,2.2175267004966734,0.53816
fgsm_eps_0.02,2.2175267004966734,0.54874
fgsm_eps_0.02,2.007636113882065,0.16626
fgsm_eps_0.02,2.007636113882065,0.25974
fgsm_eps_0.02,2.007636113882065,0.29714
fgsm_eps_0.02,2.007636113882065,0.31548
fgsm_eps_0.02,2.007636113882065,0.33276
fgsm_eps_0.02,2.007636113882065,0.34258
fgsm_eps_0.02,2.007636113882065,0.35456
fgsm_eps_0.02,2.007636113882065,0.36138
fgsm_eps_0.02,2.007636113882065,0.36918
fgsm_eps_0.02,2.007636113882065,0.37826
fgsm_eps_0.02,2.007636113882065,0.38268
fgsm_eps_0.02,2.007636113882065,0.3913
fgsm_eps_0.02,2.007636113882065,0.39662
fgsm_eps_0.02,2.007636113882065,0.40474
fgsm_eps_0.02,2.007636113882065,0.40874
fgsm_eps_0.02,2.007636113882065,0.41536
fgsm_eps_0.02,2.007636113882065,0.42006
fgsm_eps_0.02,2.007636113882065,0.42704
fgsm_eps_0.02,2.007636113882065,0.43154
fgsm_eps_0.02,2.007636113882065,0.43874
fgsm_eps_0.02,2.007636113882065,0.44304
fgsm_eps_0.02,2.007636113882065,0.44922
fgsm_eps_0.02,2.007636113882065,0.453
fgsm_eps_0.02,2.007636113882065,0.45832
fgsm_eps_0.02,2.007636113882065,0.46384
fgsm_eps_0.02,2.007636113882065,0.46664
fgsm_eps_0.02,2.007636113882065,0.47388
fgsm_eps_0.02,2.007636113882065,0.4811
fgsm_eps_0.02,2.007636113882065,0.48432
fgsm_eps_0.02,2.007636113882065,0.48958
fgsm_eps_0.02,2.007636113882065,0.49414
fgsm_eps_0.02,2.007636113882065,0.49872
fgsm_eps_0.02,2.007636113882065,0.5048
fgsm_eps_0.02,2.007636113882065,0.51118
fgsm_eps_0.02,2.007636113882065,0.51744
fgsm_eps_0.02,2.007636113882065,0.52352
fgsm_eps_0.02,2.007636113882065,0.52794
fgsm_eps_0.02,2.007636113882065,0.53474
fgsm_eps_0.02,2.007636113882065,0.53816
fgsm_eps_0.02,2.007636113882065,0.54874
fgsm_eps_0.02,1.8968330283164978,0.16626
fgsm_eps_0.02,1.8968330283164978,0.25974
fgsm_eps_0.02,1.8968330283164978,0.29714
fgsm_eps_0.02,1.8968330283164978,0.31548
fgsm_eps_0.02,1.8968330283164978,0.33276
fgsm_eps_0.02,1.8968330283164978,0.34258
fgsm_eps_0.02,1.8968330283164978,0.35456
fgsm_eps_0.02,1.8968330283164978,0.36138
fgsm_eps_0.02,1.8968330283164978,0.36918
fgsm_eps_0.02,1.8968330283164978,0.37826
fgsm_eps_0.02,1.8968330283164978,0.38268
fgsm_eps_0.02,1.8968330283164978,0.3913
fgsm_eps_0.02,1.8968330283164978,0.39662
fgsm_eps_0.02,1.8968330283164978,0.40474
fgsm_eps_0.02,1.8968330283164978,0.40874
fgsm_eps_0.02,1.8968330283164978,0.41536
fgsm_eps_0.02,1.8968330283164978,0.42006
fgsm_eps_0.02,1.8968330283164978,0.42704
fgsm_eps_0.02,1.8968330283164978,0.43154
fgsm_eps_0.02,1.8968330283164978,0.43874
fgsm_eps_0.02,1.8968330283164978,0.44304
fgsm_eps_0.02,1.8968330283164978,0.44922
fgsm_eps_0.02,1.8968330283164978,0.453
fgsm_eps_0.02,1.8968330283164978,0.45832
fgsm_eps_0.02,1.8968330283164978,0.46384
fgsm_eps_0.02,1.8968330283164978,0.46664
fgsm_eps_0.02,1.8968330283164978,0.47388
fgsm_eps_0.02,1.8968330283164978,0.4811
fgsm_eps_0.02,1.8968330283164978,0.48432
fgsm_eps_0.02,1.8968330283164978,0.48958
fgsm_eps_0.02,1.8968330283164978,0.49414
fgsm_eps_0.02,1.8968330283164978,0.49872
fgsm_eps_0.02,1.8968330283164978,0.5048
fgsm_eps_0.02,1.8968330283164978,0.51118
fgsm_eps_0.02,1.8968330283164978,0.51744
fgsm_eps_0.02,1.8968330283164978,0.52352
fgsm_eps_0.02,1.8968330283164978,0.52794
fgsm_eps_0.02,1.8968330283164978,0.53474
fgsm_eps_0.02,1.8968330283164978,0.53816
fgsm_eps_0.02,1.8968330283164978,0.54874
fgsm_eps_0.02,1.8311627991199493,0.16626
fgsm_eps_0.02,1.8311627991199493,0.25974
fgsm_eps_0.02,1.8311627991199493,0.29714
fgsm_eps_0.02,1.8311627991199493,0.31548
fgsm_eps_0.02,1.8311627991199493,0.33276
