Type,Train Losses,Train Accuracies
normal,2.118046050786972,0.222
normal,2.118046050786972,0.32608
normal,2.118046050786972,0.39304
normal,2.118046050786972,0.43428
normal,2.118046050786972,0.46404
normal,2.118046050786972,0.48412
normal,2.118046050786972,0.5035
normal,2.118046050786972,0.5197
normal,2.118046050786972,0.5336
normal,2.118046050786972,0.551
normal,2.118046050786972,0.56144
normal,2.118046050786972,0.5724
normal,2.118046050786972,0.58334
normal,2.118046050786972,0.59582
normal,2.118046050786972,0.60402
normal,2.118046050786972,0.6161
normal,2.118046050786972,0.62686
normal,2.118046050786972,0.63572
normal,2.118046050786972,0.64472
normal,2.118046050786972,0.65488
normal,2.118046050786972,0.66198
normal,2.118046050786972,0.67006
normal,2.118046050786972,0.67816
normal,2.118046050786972,0.68702
normal,2.118046050786972,0.69252
normal,2.118046050786972,0.70262
normal,2.118046050786972,0.70674
normal,2.118046050786972,0.71556
normal,2.118046050786972,0.72228
normal,2.118046050786972,0.72996
normal,2.118046050786972,0.7335
normal,2.118046050786972,0.74096
normal,2.118046050786972,0.74812
normal,2.118046050786972,0.75468
normal,2.118046050786972,0.76098
normal,2.118046050786972,0.76736
normal,2.118046050786972,0.77338
normal,2.118046050786972,0.77932
normal,2.118046050786972,0.78602
normal,2.118046050786972,0.79094
normal,1.8660677583217622,0.222
normal,1.8660677583217622,0.32608
normal,1.8660677583217622,0.39304
normal,1.8660677583217622,0.43428
normal,1.8660677583217622,0.46404
normal,1.8660677583217622,0.48412
normal,1.8660677583217622,0.5035
normal,1.8660677583217622,0.5197
normal,1.8660677583217622,0.5336
normal,1.8660677583217622,0.551
normal,1.8660677583217622,0.56144
normal,1.8660677583217622,0.5724
normal,1.8660677583217622,0.58334
normal,1.8660677583217622,0.59582
normal,1.8660677583217622,0.60402
normal,1.8660677583217622,0.6161
normal,1.8660677583217622,0.62686
normal,1.8660677583217622,0.63572
normal,1.8660677583217622,0.64472
normal,1.8660677583217622,0.65488
normal,1.8660677583217622,0.66198
normal,1.8660677583217622,0.67006
normal,1.8660677583217622,0.67816
normal,1.8660677583217622,0.68702
normal,1.8660677583217622,0.69252
normal,1.8660677583217622,0.70262
normal,1.8660677583217622,0.70674
normal,1.8660677583217622,0.71556
normal,1.8660677583217622,0.72228
normal,1.8660677583217622,0.72996
normal,1.8660677583217622,0.7335
normal,1.8660677583217622,0.74096
normal,1.8660677583217622,0.74812
normal,1.8660677583217622,0.75468
normal,1.8660677583217622,0.76098
normal,1.8660677583217622,0.76736
normal,1.8660677583217622,0.77338
normal,1.8660677583217622,0.77932
normal,1.8660677583217622,0.78602
normal,1.8660677583217622,0.79094
normal,1.6966318423748017,0.222
