Type,Train Losses,Train Accuracies
normal,2.1838497076034544,0.19316
normal,2.1838497076034544,0.35136
normal,2.1838497076034544,0.45106
normal,2.1838497076034544,0.50964
normal,2.1838497076034544,0.55332
normal,2.1838497076034544,0.5889
normal,2.1838497076034544,0.62048
normal,2.1838497076034544,0.64574
normal,2.1838497076034544,0.67164
normal,2.1838497076034544,0.6921
normal,2.1838497076034544,0.7111
normal,2.1838497076034544,0.73156
normal,2.1838497076034544,0.7509
normal,2.1838497076034544,0.77202
normal,2.1838497076034544,0.7894
normal,2.1838497076034544,0.81006
normal,2.1838497076034544,0.82896
normal,2.1838497076034544,0.84192
normal,2.1838497076034544,0.86076
normal,2.1838497076034544,0.87424
normal,2.1838497076034544,0.88768
normal,2.1838497076034544,0.90086
normal,2.1838497076034544,0.91292
normal,2.1838497076034544,0.92042
normal,2.1838497076034544,0.92628
normal,2.1838497076034544,0.93648
normal,2.1838497076034544,0.94166
normal,2.1838497076034544,0.94452
normal,2.1838497076034544,0.94914
normal,2.1838497076034544,0.95238
normal,2.1838497076034544,0.95534
normal,2.1838497076034544,0.95762
normal,2.1838497076034544,0.9611
normal,2.1838497076034544,0.96412
normal,2.1838497076034544,0.96506
normal,2.1838497076034544,0.96584
normal,2.1838497076034544,0.96734
normal,2.1838497076034544,0.96888
normal,2.1838497076034544,0.97046
normal,2.1838497076034544,0.97082
normal,1.8039548890590669,0.19316
normal,1.8039548890590669,0.35136
normal,1.8039548890590669,0.45106
normal,1.8039548890590669,0.50964
normal,1.8039548890590669,0.55332
normal,1.8039548890590669,0.5889
normal,1.8039548890590669,0.62048
normal,1.8039548890590669,0.64574
normal,1.8039548890590669,0.67164
normal,1.8039548890590669,0.6921
normal,1.8039548890590669,0.7111
normal,1.8039548890590669,0.73156
normal,1.8039548890590669,0.7509
normal,1.8039548890590669,0.77202
normal,1.8039548890590669,0.7894
normal,1.8039548890590669,0.81006
normal,1.8039548890590669,0.82896
normal,1.8039548890590669,0.84192
normal,1.8039548890590669,0.86076
normal,1.8039548890590669,0.87424
normal,1.8039548890590669,0.88768
normal,1.8039548890590669,0.90086
normal,1.8039548890590669,0.91292
normal,1.8039548890590669,0.92042
normal,1.8039548890590669,0.92628
normal,1.8039548890590669,0.93648
normal,1.8039548890590669,0.94166
normal,1.8039548890590669,0.94452
normal,1.8039548890590669,0.94914
normal,1.8039548890590669,0.95238
normal,1.8039548890590669,0.95534
normal,1.8039548890590669,0.95762
normal,1.8039548890590669,0.9611
normal,1.8039548890590669,0.96412
normal,1.8039548890590669,0.96506
normal,1.8039548890590669,0.96584
normal,1.8039548890590669,0.96734
normal,1.8039548890590669,0.96888
normal,1.8039548890590669,0.97046
normal,1.8039548890590669,0.97082
normal,1.5281686201095581,0.19316
normal,1.5281686201095581,0.35136
normal,1.5281686201095581,0.45106
normal,1.5281686201095581,0.50964
normal,1.5281686201095581,0.55332
normal,1.5281686201095581,0.5889
normal,1.5281686201095581,0.62048
normal,1.5281686201095581,0.64574
normal,1.5281686201095581,0.67164
normal,1.5281686201095581,0.6921
normal,1.5281686201095581,0.7111
normal,1.5281686201095581,0.73156
normal,1.5281686201095581,0.7509
normal,1.5281686201095581,0.77202
normal,1.5281686201095581,0.7894
normal,1.5281686201095581,0.81006
normal,1.5281686201095581,0.82896
normal,1.5281686201095581,0.84192
normal,1.5281686201095581,0.86076
normal,1.5281686201095581,0.87424
normal,1.5281686201095581,0.88768
normal,1.5281686201095581,0.90086
normal,1.5281686201095581,0.91292
normal,1.5281686201095581,0.92042
normal,1.5281686201095581,0.92628
normal,1.5281686201095581,0.93648
normal,1.5281686201095581,0.94166
normal,1.5281686201095581,0.94452
normal,1.5281686201095581,0.94914
normal,1.5281686201095581,0.95238
normal,1.5281686201095581,0.95534
normal,1.5281686201095581,0.95762
normal,1.5281686201095581,0.9611
normal,1.5281686201095581,0.96412
normal,1.5281686201095581,0.96506
normal,1.5281686201095581,0.96584
normal,1.5281686201095581,0.96734
normal,1.5281686201095581,0.96888
normal,1.5281686201095581,0.97046
normal,1.5281686201095581,0.97082
normal,1.3627526087760926,0.19316
normal,1.3627526087760926,0.35136
normal,1.3627526087760926,0.45106
normal,1.3627526087760926,0.50964
normal,1.3627526087760926,0.55332
normal,1.3627526087760926,0.5889
normal,1.3627526087760926,0.62048
normal,1.3627526087760926,0.64574
normal,1.3627526087760926,0.67164
normal,1.3627526087760926,0.6921
normal,1.3627526087760926,0.7111
normal,1.3627526087760926,0.73156
normal,1.3627526087760926,0.7509
normal,1.3627526087760926,0.77202
normal,1.3627526087760926,0.7894
normal,1.3627526087760926,0.81006
normal,1.3627526087760926,0.82896
normal,1.3627526087760926,0.84192
normal,1.3627526087760926,0.86076
normal,1.3627526087760926,0.87424
normal,1.3627526087760926,0.88768
normal,1.3627526087760926,0.90086
normal,1.3627526087760926,0.91292
normal,1.3627526087760926,0.92042
normal,1.3627526087760926,0.92628
normal,1.3627526087760926,0.93648
normal,1.3627526087760926,0.94166
normal,1.3627526087760926,0.94452
normal,1.3627526087760926,0.94914
normal,1.3627526087760926,0.95238
normal,1.3627526087760926,0.95534
normal,1.3627526087760926,0.95762
normal,1.3627526087760926,0.9611
normal,1.3627526087760926,0.96412
normal,1.3627526087760926,0.96506
normal,1.3627526087760926,0.96584
normal,1.3627526087760926,0.96734
normal,1.3627526087760926,0.96888
normal,1.3627526087760926,0.97046
