Type,Train Losses,Test Accuracies
normal,1.8151785140037537,0.6622
normal,1.5523616416454316,0.18834
normal,1.5523616416454316,0.34922
normal,1.5523616416454316,0.44012
normal,1.5523616416454316,0.49546
normal,1.5523616416454316,0.53954
normal,1.5523616416454316,0.57604
normal,1.5523616416454316,0.60796
normal,1.5523616416454316,0.63888
normal,1.5523616416454316,0.66994
normal,1.5523616416454316,0.69126
normal,1.5523616416454316,0.71454
normal,1.5523616416454316,0.7377
normal,1.5523616416454316,0.75916
normal,1.5523616416454316,0.7828
normal,1.5523616416454316,0.80402
normal,1.5523616416454316,0.82496
normal,1.5523616416454316,0.8471
normal,1.5523616416454316,0.87106
normal,1.5523616416454316,0.8873
normal,1.5523616416454316,0.9084
normal,1.5523616416454316,0.92458
normal,1.5523616416454316,0.94036
normal,1.5523616416454316,0.95506
normal,1.5523616416454316,0.9633
normal,1.5523616416454316,0.97156
normal,1.5523616416454316,0.97564
normal,1.5523616416454316,0.9772
normal,1.5523616416454316,0.97758
normal,1.5523616416454316,0.9879
normal,1.5523616416454316,0.99478
normal,1.5523616416454316,0.6622
normal,1.3997745521068572,0.18834
normal,1.3997745521068572,0.34922
normal,1.3997745521068572,0.44012
normal,1.3997745521068572,0.49546
normal,1.3997745521068572,0.53954
normal,1.3997745521068572,0.57604
normal,1.3997745521068572,0.60796
normal,1.3997745521068572,0.63888
normal,1.3997745521068572,0.66994
normal,1.3997745521068572,0.69126
normal,1.3997745521068572,0.71454
normal,1.3997745521068572,0.7377
normal,1.3997745521068572,0.75916
normal,1.3997745521068572,0.7828
normal,1.3997745521068572,0.80402
normal,1.3997745521068572,0.82496
normal,1.3997745521068572,0.8471
normal,1.3997745521068572,0.87106
normal,1.3997745521068572,0.8873
normal,1.3997745521068572,0.9084
normal,1.3997745521068572,0.92458
normal,1.3997745521068572,0.94036
normal,1.3997745521068572,0.95506
normal,1.3997745521068572,0.9633
normal,1.3997745521068572,0.97156
normal,1.3997745521068572,0.97564
normal,1.3997745521068572,0.9772
normal,1.3997745521068572,0.97758
normal,1.3997745521068572,0.9879
normal,1.3997745521068572,0.99478
normal,1.3997745521068572,0.6622
normal,1.2793136258125306,0.18834
normal,1.2793136258125306,0.34922
normal,1.2793136258125306,0.44012
normal,1.2793136258125306,0.49546
normal,1.2793136258125306,0.53954
normal,1.2793136258125306,0.57604
normal,1.2793136258125306,0.60796
normal,1.2793136258125306,0.63888
normal,1.2793136258125306,0.66994
normal,1.2793136258125306,0.69126
normal,1.2793136258125306,0.71454
normal,1.2793136258125306,0.7377
normal,1.2793136258125306,0.75916
normal,1.2793136258125306,0.7828
normal,1.2793136258125306,0.80402
normal,1.2793136258125306,0.82496
normal,1.2793136258125306,0.8471
normal,1.2793136258125306,0.87106
normal,1.2793136258125306,0.8873
normal,1.2793136258125306,0.9084
normal,1.2793136258125306,0.92458
normal,1.2793136258125306,0.94036
normal,1.2793136258125306,0.95506
normal,1.2793136258125306,0.9633
normal,1.2793136258125306,0.97156
normal,1.2793136258125306,0.97564
normal,1.2793136258125306,0.9772
normal,1.2793136258125306,0.97758
normal,1.2793136258125306,0.9879
normal,1.2793136258125306,0.99478
normal,1.2793136258125306,0.6622
normal,1.1822483955621719,0.18834
normal,1.1822483955621719,0.34922
normal,1.1822483955621719,0.44012
normal,1.1822483955621719,0.49546
normal,1.1822483955621719,0.53954
normal,1.1822483955621719,0.57604
normal,1.1822483955621719,0.60796
normal,1.1822483955621719,0.63888
normal,1.1822483955621719,0.66994
normal,1.1822483955621719,0.69126
normal,1.1822483955621719,0.71454
normal,1.1822483955621719,0.7377
normal,1.1822483955621719,0.75916
normal,1.1822483955621719,0.7828
normal,1.1822483955621719,0.80402
normal,1.1822483955621719,0.82496
normal,1.1822483955621719,0.8471
normal,1.1822483955621719,0.87106
normal,1.1822483955621719,0.8873
normal,1.1822483955621719,0.9084
normal,1.1822483955621719,0.92458
normal,1.1822483955621719,0.94036
normal,1.1822483955621719,0.95506
normal,1.1822483955621719,0.9633
normal,1.1822483955621719,0.97156
normal,1.1822483955621719,0.97564
normal,1.1822483955621719,0.9772
normal,1.1822483955621719,0.97758
normal,1.1822483955621719,0.9879
normal,1.1822483955621719,0.99478
normal,1.1822483955621719,0.6622
normal,1.0981254518032073,0.18834
normal,1.0981254518032073,0.34922
normal,1.0981254518032073,0.44012
normal,1.0981254518032073,0.49546
normal,1.0981254518032073,0.53954
normal,1.0981254518032073,0.57604
normal,1.0981254518032073,0.60796
normal,1.0981254518032073,0.63888
normal,1.0981254518032073,0.66994
normal,1.0981254518032073,0.69126
normal,1.0981254518032073,0.71454
normal,1.0981254518032073,0.7377
normal,1.0981254518032073,0.75916
normal,1.0981254518032073,0.7828
normal,1.0981254518032073,0.80402
normal,1.0981254518032073,0.82496
normal,1.0981254518032073,0.8471
normal,1.0981254518032073,0.87106
normal,1.0981254518032073,0.8873
normal,1.0981254518032073,0.9084
normal,1.0981254518032073,0.92458
normal,1.0981254518032073,0.94036
normal,1.0981254518032073,0.95506
normal,1.0981254518032073,0.9633
normal,1.0981254518032073,0.97156
normal,1.0981254518032073,0.97564
normal,1.0981254518032073,0.9772
normal,1.0981254518032073,0.97758
normal,1.0981254518032073,0.9879
normal,1.0981254518032073,0.99478
normal,1.0981254518032073,0.6622
normal,1.0210138328075409,0.18834
normal,1.0210138328075409,0.34922
normal,1.0210138328075409,0.44012
normal,1.0210138328075409,0.49546
normal,1.0210138328075409,0.53954
normal,1.0210138328075409,0.57604
normal,1.0210138328075409,0.60796
normal,1.0210138328075409,0.63888
normal,1.0210138328075409,0.66994
normal,1.0210138328075409,0.69126
normal,1.0210138328075409,0.71454
normal,1.0210138328075409,0.7377
normal,1.0210138328075409,0.75916
normal,1.0210138328075409,0.7828
normal,1.0210138328075409,0.80402
normal,1.0210138328075409,0.82496
normal,1.0210138328075409,0.8471
normal,1.0210138328075409,0.87106
normal,1.0210138328075409,0.8873
normal,1.0210138328075409,0.9084
normal,1.0210138328075409,0.92458
normal,1.0210138328075409,0.94036
normal,1.0210138328075409,0.95506
normal,1.0210138328075409,0.9633
normal,1.0210138328075409,0.97156
normal,1.0210138328075409,0.97564
normal,1.0210138328075409,0.9772
normal,1.0210138328075409,0.97758
normal,1.0210138328075409,0.9879
normal,1.0210138328075409,0.99478
normal,1.0210138328075409,0.6622
normal,0.9377422837018967,0.18834
normal,0.9377422837018967,0.34922
normal,0.9377422837018967,0.44012
normal,0.9377422837018967,0.49546
normal,0.9377422837018967,0.53954
normal,0.9377422837018967,0.57604
normal,0.9377422837018967,0.60796
normal,0.9377422837018967,0.63888
normal,0.9377422837018967,0.66994
normal,0.9377422837018967,0.69126
normal,0.9377422837018967,0.71454
normal,0.9377422837018967,0.7377
normal,0.9377422837018967,0.75916
normal,0.9377422837018967,0.7828
normal,0.9377422837018967,0.80402
normal,0.9377422837018967,0.82496
normal,0.9377422837018967,0.8471
normal,0.9377422837018967,0.87106
normal,0.9377422837018967,0.8873
normal,0.9377422837018967,0.9084
normal,0.9377422837018967,0.92458
normal,0.9377422837018967,0.94036
normal,0.9377422837018967,0.95506
normal,0.9377422837018967,0.9633
normal,0.9377422837018967,0.97156
normal,0.9377422837018967,0.97564
normal,0.9377422837018967,0.9772
normal,0.9377422837018967,0.97758
normal,0.9377422837018967,0.9879
normal,0.9377422837018967,0.99478
normal,0.9377422837018967,0.6622
normal,0.8780898447036743,0.18834
normal,0.8780898447036743,0.34922
normal,0.8780898447036743,0.44012
normal,0.8780898447036743,0.49546
normal,0.8780898447036743,0.53954
normal,0.8780898447036743,0.57604
normal,0.8780898447036743,0.60796
normal,0.8780898447036743,0.63888
normal,0.8780898447036743,0.66994
normal,0.8780898447036743,0.69126
normal,0.8780898447036743,0.71454
normal,0.8780898447036743,0.7377
normal,0.8780898447036743,0.75916
normal,0.8780898447036743,0.7828
normal,0.8780898447036743,0.80402
normal,0.8780898447036743,0.82496
normal,0.8780898447036743,0.8471
normal,0.8780898447036743,0.87106
normal,0.8780898447036743,0.8873
normal,0.8780898447036743,0.9084
normal,0.8780898447036743,0.92458
normal,0.8780898447036743,0.94036
normal,0.8780898447036743,0.95506
normal,0.8780898447036743,0.9633
normal,0.8780898447036743,0.97156
normal,0.8780898447036743,0.97564
normal,0.8780898447036743,0.9772
normal,0.8780898447036743,0.97758
normal,0.8780898447036743,0.9879
normal,0.8780898447036743,0.99478
normal,0.8780898447036743,0.6622
normal,0.8061409863829613,0.18834
normal,0.8061409863829613,0.34922
normal,0.8061409863829613,0.44012
normal,0.8061409863829613,0.49546
normal,0.8061409863829613,0.53954
normal,0.8061409863829613,0.57604
normal,0.8061409863829613,0.60796
normal,0.8061409863829613,0.63888
normal,0.8061409863829613,0.66994
normal,0.8061409863829613,0.69126
normal,0.8061409863829613,0.71454
normal,0.8061409863829613,0.7377
normal,0.8061409863829613,0.75916
normal,0.8061409863829613,0.7828
normal,0.8061409863829613,0.80402
normal,0.8061409863829613,0.82496
normal,0.8061409863829613,0.8471
normal,0.8061409863829613,0.87106
normal,0.8061409863829613,0.8873
normal,0.8061409863829613,0.9084
normal,0.8061409863829613,0.92458
normal,0.8061409863829613,0.94036
normal,0.8061409863829613,0.95506
normal,0.8061409863829613,0.9633
normal,0.8061409863829613,0.97156
normal,0.8061409863829613,0.97564
normal,0.8061409863829613,0.9772
normal,0.8061409863829613,0.97758
normal,0.8061409863829613,0.9879
normal,0.8061409863829613,0.99478
normal,0.8061409863829613,0.6622
normal,0.7468769817352295,0.18834
normal,0.7468769817352295,0.34922
normal,0.7468769817352295,0.44012
normal,0.7468769817352295,0.49546
normal,0.7468769817352295,0.53954
normal,0.7468769817352295,0.57604
normal,0.7468769817352295,0.60796
normal,0.7468769817352295,0.63888
normal,0.7468769817352295,0.66994
normal,0.7468769817352295,0.69126
normal,0.7468769817352295,0.71454
normal,0.7468769817352295,0.7377
normal,0.7468769817352295,0.75916
normal,0.7468769817352295,0.7828
normal,0.7468769817352295,0.80402
normal,0.7468769817352295,0.82496
normal,0.7468769817352295,0.8471
normal,0.7468769817352295,0.87106
normal,0.7468769817352295,0.8873
normal,0.7468769817352295,0.9084
normal,0.7468769817352295,0.92458
normal,0.7468769817352295,0.94036
normal,0.7468769817352295,0.95506
normal,0.7468769817352295,0.9633
normal,0.7468769817352295,0.97156
normal,0.7468769817352295,0.97564
normal,0.7468769817352295,0.9772
normal,0.7468769817352295,0.97758
normal,0.7468769817352295,0.9879
normal,0.7468769817352295,0.99478
normal,0.7468769817352295,0.6622
normal,0.6831379143595695,0.18834
normal,0.6831379143595695,0.34922
normal,0.6831379143595695,0.44012
normal,0.6831379143595695,0.49546
normal,0.6831379143595695,0.53954
normal,0.6831379143595695,0.57604
normal,0.6831379143595695,0.60796
normal,0.6831379143595695,0.63888
normal,0.6831379143595695,0.66994
normal,0.6831379143595695,0.69126
normal,0.6831379143595695,0.71454
normal,0.6831379143595695,0.7377
normal,0.6831379143595695,0.75916
normal,0.6831379143595695,0.7828
normal,0.6831379143595695,0.80402
normal,0.6831379143595695,0.82496
normal,0.6831379143595695,0.8471
normal,0.6831379143595695,0.87106
normal,0.6831379143595695,0.8873
normal,0.6831379143595695,0.9084
normal,0.6831379143595695,0.92458
normal,0.6831379143595695,0.94036
normal,0.6831379143595695,0.95506
normal,0.6831379143595695,0.9633
normal,0.6831379143595695,0.97156
normal,0.6831379143595695,0.97564
normal,0.6831379143595695,0.9772
normal,0.6831379143595695,0.97758
normal,0.6831379143595695,0.9879
normal,0.6831379143595695,0.99478
normal,0.6831379143595695,0.6622
normal,0.6162995851635933,0.18834
normal,0.6162995851635933,0.34922
normal,0.6162995851635933,0.44012
normal,0.6162995851635933,0.49546
normal,0.6162995851635933,0.53954
normal,0.6162995851635933,0.57604
normal,0.6162995851635933,0.60796
normal,0.6162995851635933,0.63888
normal,0.6162995851635933,0.66994
normal,0.6162995851635933,0.69126
normal,0.6162995851635933,0.71454
normal,0.6162995851635933,0.7377
normal,0.6162995851635933,0.75916
normal,0.6162995851635933,0.7828
normal,0.6162995851635933,0.80402
normal,0.6162995851635933,0.82496
normal,0.6162995851635933,0.8471
normal,0.6162995851635933,0.87106
normal,0.6162995851635933,0.8873
normal,0.6162995851635933,0.9084
normal,0.6162995851635933,0.92458
normal,0.6162995851635933,0.94036
normal,0.6162995851635933,0.95506
normal,0.6162995851635933,0.9633
normal,0.6162995851635933,0.97156
normal,0.6162995851635933,0.97564
normal,0.6162995851635933,0.9772
normal,0.6162995851635933,0.97758
normal,0.6162995851635933,0.9879
normal,0.6162995851635933,0.99478
normal,0.6162995851635933,0.6622
normal,0.5563431622385979,0.18834
normal,0.5563431622385979,0.34922
normal,0.5563431622385979,0.44012
normal,0.5563431622385979,0.49546
normal,0.5563431622385979,0.53954
normal,0.5563431622385979,0.57604
normal,0.5563431622385979,0.60796
normal,0.5563431622385979,0.63888
normal,0.5563431622385979,0.66994
normal,0.5563431622385979,0.69126
normal,0.5563431622385979,0.71454
normal,0.5563431622385979,0.7377
normal,0.5563431622385979,0.75916
normal,0.5563431622385979,0.7828
normal,0.5563431622385979,0.80402
normal,0.5563431622385979,0.82496
normal,0.5563431622385979,0.8471
normal,0.5563431622385979,0.87106
normal,0.5563431622385979,0.8873
normal,0.5563431622385979,0.9084
normal,0.5563431622385979,0.92458
normal,0.5563431622385979,0.94036
normal,0.5563431622385979,0.95506
normal,0.5563431622385979,0.9633
normal,0.5563431622385979,0.97156
normal,0.5563431622385979,0.97564
normal,0.5563431622385979,0.9772
normal,0.5563431622385979,0.97758
normal,0.5563431622385979,0.9879
normal,0.5563431622385979,0.99478
normal,0.5563431622385979,0.6622
normal,0.4974829108119011,0.18834
normal,0.4974829108119011,0.34922
normal,0.4974829108119011,0.44012
normal,0.4974829108119011,0.49546
normal,0.4974829108119011,0.53954
normal,0.4974829108119011,0.57604
normal,0.4974829108119011,0.60796
normal,0.4974829108119011,0.63888
normal,0.4974829108119011,0.66994
normal,0.4974829108119011,0.69126
normal,0.4974829108119011,0.71454
normal,0.4974829108119011,0.7377
normal,0.4974829108119011,0.75916
normal,0.4974829108119011,0.7828
normal,0.4974829108119011,0.80402
normal,0.4974829108119011,0.82496
normal,0.4974829108119011,0.8471
normal,0.4974829108119011,0.87106
normal,0.4974829108119011,0.8873
normal,0.4974829108119011,0.9084
normal,0.4974829108119011,0.92458
normal,0.4974829108119011,0.94036
normal,0.4974829108119011,0.95506
normal,0.4974829108119011,0.9633
normal,0.4974829108119011,0.97156
normal,0.4974829108119011,0.97564
normal,0.4974829108119011,0.9772
normal,0.4974829108119011,0.97758
normal,0.4974829108119011,0.9879
normal,0.4974829108119011,0.99478
normal,0.4974829108119011,0.6622
normal,0.432135711401701,0.18834
normal,0.432135711401701,0.34922
normal,0.432135711401701,0.44012
normal,0.432135711401701,0.49546
normal,0.432135711401701,0.53954
normal,0.432135711401701,0.57604
normal,0.432135711401701,0.60796
normal,0.432135711401701,0.63888
normal,0.432135711401701,0.66994
normal,0.432135711401701,0.69126
normal,0.432135711401701,0.71454
normal,0.432135711401701,0.7377
normal,0.432135711401701,0.75916
normal,0.432135711401701,0.7828
normal,0.432135711401701,0.80402
normal,0.432135711401701,0.82496
normal,0.432135711401701,0.8471
normal,0.432135711401701,0.87106
normal,0.432135711401701,0.8873
normal,0.432135711401701,0.9084
normal,0.432135711401701,0.92458
normal,0.432135711401701,0.94036
normal,0.432135711401701,0.95506
normal,0.432135711401701,0.9633
normal,0.432135711401701,0.97156
normal,0.432135711401701,0.97564
normal,0.432135711401701,0.9772
normal,0.432135711401701,0.97758
normal,0.432135711401701,0.9879
normal,0.432135711401701,0.99478
normal,0.432135711401701,0.6622
normal,0.3745789871513844,0.18834
normal,0.3745789871513844,0.34922
normal,0.3745789871513844,0.44012
normal,0.3745789871513844,0.49546
normal,0.3745789871513844,0.53954
normal,0.3745789871513844,0.57604
normal,0.3745789871513844,0.60796
normal,0.3745789871513844,0.63888
normal,0.3745789871513844,0.66994
normal,0.3745789871513844,0.69126
normal,0.3745789871513844,0.71454
normal,0.3745789871513844,0.7377
normal,0.3745789871513844,0.75916
normal,0.3745789871513844,0.7828
normal,0.3745789871513844,0.80402
normal,0.3745789871513844,0.82496
normal,0.3745789871513844,0.8471
normal,0.3745789871513844,0.87106
normal,0.3745789871513844,0.8873
normal,0.3745789871513844,0.9084
normal,0.3745789871513844,0.92458
normal,0.3745789871513844,0.94036
normal,0.3745789871513844,0.95506
normal,0.3745789871513844,0.9633
normal,0.3745789871513844,0.97156
normal,0.3745789871513844,0.97564
normal,0.3745789871513844,0.9772
normal,0.3745789871513844,0.97758
normal,0.3745789871513844,0.9879
normal,0.3745789871513844,0.99478
normal,0.3745789871513844,0.6622
normal,0.3258541137576103,0.18834
normal,0.3258541137576103,0.34922
normal,0.3258541137576103,0.44012
normal,0.3258541137576103,0.49546
normal,0.3258541137576103,0.53954
normal,0.3258541137576103,0.57604
normal,0.3258541137576103,0.60796
normal,0.3258541137576103,0.63888
normal,0.3258541137576103,0.66994
normal,0.3258541137576103,0.69126
normal,0.3258541137576103,0.71454
normal,0.3258541137576103,0.7377
normal,0.3258541137576103,0.75916
normal,0.3258541137576103,0.7828
normal,0.3258541137576103,0.80402
normal,0.3258541137576103,0.82496
normal,0.3258541137576103,0.8471
normal,0.3258541137576103,0.87106
normal,0.3258541137576103,0.8873
normal,0.3258541137576103,0.9084
normal,0.3258541137576103,0.92458
normal,0.3258541137576103,0.94036
normal,0.3258541137576103,0.95506
normal,0.3258541137576103,0.9633
normal,0.3258541137576103,0.97156
normal,0.3258541137576103,0.97564
normal,0.3258541137576103,0.9772
normal,0.3258541137576103,0.97758
normal,0.3258541137576103,0.9879
normal,0.3258541137576103,0.99478
normal,0.3258541137576103,0.6622
normal,0.2662139569669962,0.18834
normal,0.2662139569669962,0.34922
normal,0.2662139569669962,0.44012
normal,0.2662139569669962,0.49546
normal,0.2662139569669962,0.53954
normal,0.2662139569669962,0.57604
normal,0.2662139569669962,0.60796
normal,0.2662139569669962,0.63888
normal,0.2662139569669962,0.66994
normal,0.2662139569669962,0.69126
normal,0.2662139569669962,0.71454
normal,0.2662139569669962,0.7377
normal,0.2662139569669962,0.75916
normal,0.2662139569669962,0.7828
normal,0.2662139569669962,0.80402
normal,0.2662139569669962,0.82496
normal,0.2662139569669962,0.8471
normal,0.2662139569669962,0.87106
normal,0.2662139569669962,0.8873
normal,0.2662139569669962,0.9084
normal,0.2662139569669962,0.92458
normal,0.2662139569669962,0.94036
normal,0.2662139569669962,0.95506
normal,0.2662139569669962,0.9633
normal,0.2662139569669962,0.97156
normal,0.2662139569669962,0.97564
normal,0.2662139569669962,0.9772
normal,0.2662139569669962,0.97758
normal,0.2662139569669962,0.9879
normal,0.2662139569669962,0.99478
normal,0.2662139569669962,0.6622
normal,0.22098749743402005,0.18834
normal,0.22098749743402005,0.34922
normal,0.22098749743402005,0.44012
normal,0.22098749743402005,0.49546
normal,0.22098749743402005,0.53954
normal,0.22098749743402005,0.57604
normal,0.22098749743402005,0.60796
normal,0.22098749743402005,0.63888
normal,0.22098749743402005,0.66994
normal,0.22098749743402005,0.69126
normal,0.22098749743402005,0.71454
normal,0.22098749743402005,0.7377
normal,0.22098749743402005,0.75916
normal,0.22098749743402005,0.7828
normal,0.22098749743402005,0.80402
normal,0.22098749743402005,0.82496
normal,0.22098749743402005,0.8471
normal,0.22098749743402005,0.87106
normal,0.22098749743402005,0.8873
normal,0.22098749743402005,0.9084
normal,0.22098749743402005,0.92458
normal,0.22098749743402005,0.94036
normal,0.22098749743402005,0.95506
normal,0.22098749743402005,0.9633
normal,0.22098749743402005,0.97156
normal,0.22098749743402005,0.97564
normal,0.22098749743402005,0.9772
normal,0.22098749743402005,0.97758
normal,0.22098749743402005,0.9879
normal,0.22098749743402005,0.99478
normal,0.22098749743402005,0.6622
normal,0.18100279656797646,0.18834
normal,0.18100279656797646,0.34922
normal,0.18100279656797646,0.44012
normal,0.18100279656797646,0.49546
normal,0.18100279656797646,0.53954
normal,0.18100279656797646,0.57604
normal,0.18100279656797646,0.60796
normal,0.18100279656797646,0.63888
normal,0.18100279656797646,0.66994
normal,0.18100279656797646,0.69126
normal,0.18100279656797646,0.71454
normal,0.18100279656797646,0.7377
normal,0.18100279656797646,0.75916
normal,0.18100279656797646,0.7828
normal,0.18100279656797646,0.80402
normal,0.18100279656797646,0.82496
normal,0.18100279656797646,0.8471
normal,0.18100279656797646,0.87106
normal,0.18100279656797646,0.8873
normal,0.18100279656797646,0.9084
normal,0.18100279656797646,0.92458
normal,0.18100279656797646,0.94036
normal,0.18100279656797646,0.95506
normal,0.18100279656797646,0.9633
normal,0.18100279656797646,0.97156
normal,0.18100279656797646,0.97564
normal,0.18100279656797646,0.9772
normal,0.18100279656797646,0.97758
normal,0.18100279656797646,0.9879
normal,0.18100279656797646,0.99478
normal,0.18100279656797646,0.6622
normal,0.1402237435951829,0.18834
normal,0.1402237435951829,0.34922
normal,0.1402237435951829,0.44012
normal,0.1402237435951829,0.49546
normal,0.1402237435951829,0.53954
normal,0.1402237435951829,0.57604
normal,0.1402237435951829,0.60796
normal,0.1402237435951829,0.63888
normal,0.1402237435951829,0.66994
normal,0.1402237435951829,0.69126
normal,0.1402237435951829,0.71454
normal,0.1402237435951829,0.7377
normal,0.1402237435951829,0.75916
normal,0.1402237435951829,0.7828
normal,0.1402237435951829,0.80402
normal,0.1402237435951829,0.82496
normal,0.1402237435951829,0.8471
normal,0.1402237435951829,0.87106
normal,0.1402237435951829,0.8873
normal,0.1402237435951829,0.9084
normal,0.1402237435951829,0.92458
normal,0.1402237435951829,0.94036
normal,0.1402237435951829,0.95506
normal,0.1402237435951829,0.9633
normal,0.1402237435951829,0.97156
normal,0.1402237435951829,0.97564
normal,0.1402237435951829,0.9772
normal,0.1402237435951829,0.97758
normal,0.1402237435951829,0.9879
normal,0.1402237435951829,0.99478
normal,0.1402237435951829,0.6622
normal,0.11494384315237403,0.18834
normal,0.11494384315237403,0.34922
normal,0.11494384315237403,0.44012
normal,0.11494384315237403,0.49546
normal,0.11494384315237403,0.53954
normal,0.11494384315237403,0.57604
normal,0.11494384315237403,0.60796
normal,0.11494384315237403,0.63888
normal,0.11494384315237403,0.66994
normal,0.11494384315237403,0.69126
normal,0.11494384315237403,0.71454
normal,0.11494384315237403,0.7377
normal,0.11494384315237403,0.75916
normal,0.11494384315237403,0.7828
normal,0.11494384315237403,0.80402
normal,0.11494384315237403,0.82496
normal,0.11494384315237403,0.8471
normal,0.11494384315237403,0.87106
normal,0.11494384315237403,0.8873
normal,0.11494384315237403,0.9084
normal,0.11494384315237403,0.92458
normal,0.11494384315237403,0.94036
normal,0.11494384315237403,0.95506
normal,0.11494384315237403,0.9633
normal,0.11494384315237403,0.97156
normal,0.11494384315237403,0.97564
normal,0.11494384315237403,0.9772
normal,0.11494384315237403,0.97758
normal,0.11494384315237403,0.9879
normal,0.11494384315237403,0.99478
normal,0.11494384315237403,0.6622
normal,0.09233176505193114,0.18834
normal,0.09233176505193114,0.34922
normal,0.09233176505193114,0.44012
normal,0.09233176505193114,0.49546
normal,0.09233176505193114,0.53954
normal,0.09233176505193114,0.57604
normal,0.09233176505193114,0.60796
normal,0.09233176505193114,0.63888
normal,0.09233176505193114,0.66994
normal,0.09233176505193114,0.69126
normal,0.09233176505193114,0.71454
normal,0.09233176505193114,0.7377
normal,0.09233176505193114,0.75916
normal,0.09233176505193114,0.7828
normal,0.09233176505193114,0.80402
normal,0.09233176505193114,0.82496
normal,0.09233176505193114,0.8471
normal,0.09233176505193114,0.87106
normal,0.09233176505193114,0.8873
normal,0.09233176505193114,0.9084
normal,0.09233176505193114,0.92458
normal,0.09233176505193114,0.94036
normal,0.09233176505193114,0.95506
normal,0.09233176505193114,0.9633
normal,0.09233176505193114,0.97156
normal,0.09233176505193114,0.97564
normal,0.09233176505193114,0.9772
normal,0.09233176505193114,0.97758
normal,0.09233176505193114,0.9879
normal,0.09233176505193114,0.99478
normal,0.09233176505193114,0.6622
normal,0.07915739114023745,0.18834
normal,0.07915739114023745,0.34922
normal,0.07915739114023745,0.44012
normal,0.07915739114023745,0.49546
normal,0.07915739114023745,0.53954
normal,0.07915739114023745,0.57604
normal,0.07915739114023745,0.60796
normal,0.07915739114023745,0.63888
normal,0.07915739114023745,0.66994
normal,0.07915739114023745,0.69126
normal,0.07915739114023745,0.71454
normal,0.07915739114023745,0.7377
normal,0.07915739114023745,0.75916
normal,0.07915739114023745,0.7828
normal,0.07915739114023745,0.80402
normal,0.07915739114023745,0.82496
normal,0.07915739114023745,0.8471
normal,0.07915739114023745,0.87106
normal,0.07915739114023745,0.8873
normal,0.07915739114023745,0.9084
normal,0.07915739114023745,0.92458
normal,0.07915739114023745,0.94036
normal,0.07915739114023745,0.95506
normal,0.07915739114023745,0.9633
normal,0.07915739114023745,0.97156
normal,0.07915739114023745,0.97564
normal,0.07915739114023745,0.9772
normal,0.07915739114023745,0.97758
normal,0.07915739114023745,0.9879
normal,0.07915739114023745,0.99478
normal,0.07915739114023745,0.6622
normal,0.07376603210531175,0.18834
normal,0.07376603210531175,0.34922
normal,0.07376603210531175,0.44012
normal,0.07376603210531175,0.49546
normal,0.07376603210531175,0.53954
normal,0.07376603210531175,0.57604
normal,0.07376603210531175,0.60796
normal,0.07376603210531175,0.63888
normal,0.07376603210531175,0.66994
normal,0.07376603210531175,0.69126
normal,0.07376603210531175,0.71454
normal,0.07376603210531175,0.7377
normal,0.07376603210531175,0.75916
normal,0.07376603210531175,0.7828
normal,0.07376603210531175,0.80402
normal,0.07376603210531175,0.82496
normal,0.07376603210531175,0.8471
